UID,Category,Subcategory,ItemName,Margin,SellPrice
9206223,Dessert Mixes,Dessert Mix,Dessert Mix_5,0.2,26
9206230,Dessert Mixes,Dessert Mix,Dessert Mix_6,0.25,34
9206398,Dessert Mixes,Dessert Mix,Dessert Mix_7,0.23,20
9206405,Dessert Mixes,Dessert Mix,Dessert Mix_8,0.25,40
9206412,Dessert Mixes,Dessert Mix,Dessert Mix_9,0.24,20
9206419,Dessert Mixes,Dessert Mix,Dessert Mix_10,0.24,20
9206426,Dessert Mixes,Dessert Mix,Dessert Mix_11,0.22,20
9215421,Dessert Mixes,Dessert Mix,Dessert Mix_12,0.22,40
9213482,Dessert Mixes,Dessert Topping,Dessert Topping_1,0.22,40
9216849,Dessert Mixes,Dessert Topping,Dessert Topping_2,0.21,139
9216891,Drinks Juices,Bottled Water,Bottled Water_1,0.44,11
9216898,Drinks Juices,Bottled Water,Bottled Water_2,0.41,13
9216947,Drinks Juices,Bottled Water,Bottled Water_3,0.41,10
9216954,Drinks Juices,Bottled Water,Bottled Water_4,0.43,8
9203836,Drinks Juices,Clear,Clear_1,0.38,17
9203843,Drinks Juices,Clear,Clear_2,0.41,17
9203850,Drinks Juices,Clear,Clear_3,0.39,17
9203885,Drinks Juices,Clear,Clear_4,0.4,45
9203892,Drinks Juices,Clear,Clear_5,0.4,45
9204067,Drinks Juices,Clear,Clear_6,0.4,17
9207161,Drinks Juices,Clear,Clear_7,0.41,20
9208099,Drinks Juices,Clear,Clear_8,0.4,20
9208225,Drinks Juices,Clear,Clear_9,0.44,45
9208869,Drinks Juices,Clear,Clear_10,0.43,20
9209149,Drinks Juices,Clear,Clear_11,0.39,43
9209156,Drinks Juices,Clear,Clear_12,0.43,43
9209170,Drinks Juices,Clear,Clear_13,0.4,43
9215708,Drinks Juices,Clear,Clear_14,0.43,43
9215722,Drinks Juices,Clear,Clear_15,0.42,43
9216198,Drinks Juices,Clear,Clear_16,0.38,43
9216261,Drinks Juices,Clear,Clear_17,0.39,12
9216268,Drinks Juices,Clear,Clear_18,0.41,43
9216275,Drinks Juices,Clear,Clear_19,0.43,45
9216282,Drinks Juices,Clear,Clear_20,0.38,26
9216730,Drinks Juices,Clear,Clear_21,0.43,20
9216737,Drinks Juices,Clear,Clear_22,0.44,43
9216744,Drinks Juices,Clear,Clear_23,0.41,43
9216863,Drinks Juices,Clear,Clear_24,0.4,43
9216933,Drinks Juices,Clear,Clear_25,0.38,17
9217010,Drinks Juices,Clear,Clear_26,0.39,45
9217024,Drinks Juices,Clear,Clear_27,0.38,21
9217031,Drinks Juices,Clear,Clear_28,0.39,20
9217038,Drinks Juices,Clear,Clear_29,0.41,20
9217045,Drinks Juices,Clear,Clear_30,0.43,20
9217052,Drinks Juices,Clear,Clear_31,0.39,43
9217059,Drinks Juices,Clear,Clear_32,0.4,20
9217367,Drinks Juices,Clear,Clear_33,0.44,45
9217381,Drinks Juices,Clear,Clear_34,0.4,42
9217395,Drinks Juices,Clear,Clear_35,0.43,45
9217409,Drinks Juices,Clear,Clear_36,0.41,42
9217423,Drinks Juices,Clear,Clear_37,0.38,42
9217430,Drinks Juices,Clear,Clear_38,0.39,43
9217437,Drinks Juices,Clear,Clear_39,0.43,43
9217444,Drinks Juices,Clear,Clear_40,0.44,43
9217451,Drinks Juices,Clear,Clear_41,0.39,23
9204263,Drinks Juices,Cordial,Cordial_1,0.44,43
9216100,Drinks Juices,Cordial,Cordial_2,0.38,84
9216107,Drinks Juices,Cordial,Cordial_3,0.45,84
9216114,Drinks Juices,Cordial,Cordial_4,0.4,84
9201624,Drinks Juices,Energy Drink,Energy Drink_1,0.43,297
9202667,Drinks Juices,Energy Drink,Energy Drink_2,0.43,43
9205642,Drinks Juices,Energy Drink,Energy Drink_3,0.4,43
9208211,Drinks Juices,Energy Drink,Energy Drink_4,0.42,43
9216380,Drinks Juices,Energy Drink,Energy Drink_5,0.45,43
9216387,Drinks Juices,Energy Drink,Energy Drink_6,0.44,36
9217283,Drinks Juices,Energy Drink,Energy Drink_7,0.42,74
9217668,Drinks Juices,Energy Drink,Energy Drink_8,0.43,24
9202359,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_1,0.41,43
9202373,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_2,0.41,18
9202380,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_3,0.38,43
9202387,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_4,0.45,43
9202394,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_5,0.44,43
9203829,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_6,0.45,21
9203920,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_7,0.39,12
9206951,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_8,0.39,18
9206958,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_9,0.45,43
9208904,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_10,0.38,10
9209177,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_11,0.45,43
9209184,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_12,0.42,43
9212593,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_13,0.4,43
9213867,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_14,0.45,43
9214091,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_15,0.42,10
9214098,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_16,0.45,10
9214259,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_17,0.43,43
9214266,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_18,0.39,43
9214273,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_19,0.41,43
9215960,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_20,0.39,15
9216030,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_21,0.45,19
9216037,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_22,0.44,19
9216044,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_23,0.41,19
9216394,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_24,0.42,25
9216401,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_25,0.45,43
9216478,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_26,0.43,44
9216996,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_27,0.41,10
9217458,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_28,0.45,43
9217465,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_29,0.39,25
9217472,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_30,0.41,20
9218011,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_31,0.44,88
9218081,Drinks Juices,Fruit Based Drinks,Fruit Based Drinks_32,0.42,10
9205124,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_1,0.41,43
9205131,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_2,0.42,79
9205145,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_3,0.45,72
9205180,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_4,0.41,43
9205187,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_5,0.45,84
9205194,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_6,0.44,84
9205201,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_7,0.4,43
9205257,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_8,0.39,18
9205278,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_9,0.43,15
9207441,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_10,0.4,65
9208029,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_11,0.39,139
9208036,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_12,0.43,124
9208043,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_13,0.38,124
9208050,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_14,0.44,124
9208057,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_15,0.41,109
9208064,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_16,0.44,43
9215918,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_17,0.4,15
9215925,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_18,0.42,15
9216065,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_19,0.45,10
9216072,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_20,0.4,20
9216254,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_21,0.45,68
9216464,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_22,0.43,15
9216751,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_23,0.38,43
9216758,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_24,0.39,43
9216905,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_25,0.39,83
9216912,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_26,0.39,81
9216919,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_27,0.43,74
9216926,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_28,0.45,74
9216940,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_29,0.42,65
9216961,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_30,0.4,15
9216968,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_31,0.44,15
9216975,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_32,0.42,18
9216982,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_33,0.41,18
9216989,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_34,0.45,18
9217003,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_35,0.45,60
9217066,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_36,0.41,69
9217073,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_37,0.39,69
9217598,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_38,0.41,15
9217612,Drinks Juices,Fruit Juices & Nectors,Fruit Juices & Nectors_39,0.43,65
9216205,Drinks Juices,Isotonics,Isotonics_1,0.43,35
9216212,Drinks Juices,Isotonics,Isotonics_2,0.39,35
9216219,Drinks Juices,Isotonics,Isotonics_3,0.44,35
9216233,Drinks Juices,Isotonics,Isotonics_4,0.38,43
9200980,Drinks Juices,Milk Based Drinks,Milk Based Drinks_1,0.43,43
9201001,Drinks Juices,Milk Based Drinks,Milk Based Drinks_2,0.38,43
9201008,Drinks Juices,Milk Based Drinks,Milk Based Drinks_3,0.44,43
9204984,Drinks Juices,Milk Based Drinks,Milk Based Drinks_4,0.43,43
9204991,Drinks Juices,Milk Based Drinks,Milk Based Drinks_5,0.42,74
9204998,Drinks Juices,Milk Based Drinks,Milk Based Drinks_6,0.43,43
9205012,Drinks Juices,Milk Based Drinks,Milk Based Drinks_7,0.38,64
9205019,Drinks Juices,Milk Based Drinks,Milk Based Drinks_8,0.38,43
9205026,Drinks Juices,Milk Based Drinks,Milk Based Drinks_9,0.43,43
9205033,Drinks Juices,Milk Based Drinks,Milk Based Drinks_10,0.41,43
9205040,Drinks Juices,Milk Based Drinks,Milk Based Drinks_11,0.39,43
9205047,Drinks Juices,Milk Based Drinks,Milk Based Drinks_12,0.41,43
9205054,Drinks Juices,Milk Based Drinks,Milk Based Drinks_13,0.4,17
9207784,Drinks Juices,Milk Based Drinks,Milk Based Drinks_14,0.45,43
9207798,Drinks Juices,Milk Based Drinks,Milk Based Drinks_15,0.42,43
9207812,Drinks Juices,Milk Based Drinks,Milk Based Drinks_16,0.4,43
9207875,Drinks Juices,Milk Based Drinks,Milk Based Drinks_17,0.42,22
9209198,Drinks Juices,Milk Based Drinks,Milk Based Drinks_18,0.44,25
9210577,Drinks Juices,Milk Based Drinks,Milk Based Drinks_19,0.45,82
9210864,Drinks Juices,Milk Based Drinks,Milk Based Drinks_20,0.45,43
9214749,Drinks Juices,Milk Based Drinks,Milk Based Drinks_21,0.41,10
9217017,Drinks Juices,Milk Based Drinks,Milk Based Drinks_22,0.42,12
9217297,Drinks Juices,Milk Based Drinks,Milk Based Drinks_23,0.44,12
9217318,Drinks Juices,Milk Based Drinks,Milk Based Drinks_24,0.45,12
9217661,Drinks Juices,Milk Based Drinks,Milk Based Drinks_25,0.43,22
9217997,Drinks Juices,Milk Based Drinks,Milk Based Drinks_26,0.41,43
9202674,Drinks Juices,Mineral Water,Mineral Water_1,0.45,43
9202681,Drinks Juices,Mineral Water,Mineral Water_2,0.38,43
9202856,Drinks Juices,Powder Concentrates,Powder Concentrates_1,0.4,43
9202870,Drinks Juices,Powder Concentrates,Powder Concentrates_2,0.43,35
9202877,Drinks Juices,Powder Concentrates,Powder Concentrates_3,0.39,74
9202884,Drinks Juices,Powder Concentrates,Powder Concentrates_4,0.38,74
9202891,Drinks Juices,Powder Concentrates,Powder Concentrates_5,0.4,43
9208008,Drinks Juices,Powder Concentrates,Powder Concentrates_6,0.43,43
9208015,Drinks Juices,Powder Concentrates,Powder Concentrates_7,0.43,43
9208022,Drinks Juices,Powder Concentrates,Powder Concentrates_8,0.4,43
9200987,Drinks Juices,Syrups & Mixes,Syrups & Mixes_1,0.43,43
9200994,Drinks Juices,Syrups & Mixes,Syrups & Mixes_2,0.42,43
9201064,Drinks Juices,Syrups & Mixes,Syrups & Mixes_3,0.4,43
9201071,Drinks Juices,Syrups & Mixes,Syrups & Mixes_4,0.42,43
9201085,Drinks Juices,Syrups & Mixes,Syrups & Mixes_5,0.45,43
9201092,Drinks Juices,Syrups & Mixes,Syrups & Mixes_6,0.4,43
9203395,Drinks Juices,Syrups & Mixes,Syrups & Mixes_7,0.45,43
9203402,Drinks Juices,Syrups & Mixes,Syrups & Mixes_8,0.39,43
9203409,Drinks Juices,Syrups & Mixes,Syrups & Mixes_9,0.41,43
9203416,Drinks Juices,Syrups & Mixes,Syrups & Mixes_10,0.41,43
9203423,Drinks Juices,Syrups & Mixes,Syrups & Mixes_11,0.4,43
9203430,Drinks Juices,Syrups & Mixes,Syrups & Mixes_12,0.44,43
9203437,Drinks Juices,Syrups & Mixes,Syrups & Mixes_13,0.45,89
9203451,Drinks Juices,Syrups & Mixes,Syrups & Mixes_14,0.43,43
9203458,Drinks Juices,Syrups & Mixes,Syrups & Mixes_15,0.45,43
9203465,Drinks Juices,Syrups & Mixes,Syrups & Mixes_16,0.45,43
9203472,Drinks Juices,Syrups & Mixes,Syrups & Mixes_17,0.44,43
9203479,Drinks Juices,Syrups & Mixes,Syrups & Mixes_18,0.41,43
9203486,Drinks Juices,Syrups & Mixes,Syrups & Mixes_19,0.42,43
9207091,Drinks Juices,Syrups & Mixes,Syrups & Mixes_20,0.4,43
9216471,Drinks Juices,Syrups & Mixes,Syrups & Mixes_21,0.43,78
9216723,Drinks Juices,Syrups & Mixes,Syrups & Mixes_22,0.38,65
9217080,Drinks Juices,Syrups & Mixes,Syrups & Mixes_23,0.44,43
9217087,Drinks Juices,Syrups & Mixes,Syrups & Mixes_24,0.38,43
9217094,Drinks Juices,Syrups & Mixes,Syrups & Mixes_25,0.45,43
9203241,Drinks Juices,Tetra Milk,Tetra Milk_1,0.43,38
9203248,Drinks Juices,Tetra Milk,Tetra Milk_2,0.38,40
9202569,Health drinks,Brown Drinks,Brown Drinks_1,0.16,145
9202604,Health drinks,Brown Drinks,Brown Drinks_2,0.16,127
9202611,Health drinks,Brown Drinks,Brown Drinks_3,0.16,145
9202646,Health drinks,Brown Drinks,Brown Drinks_4,0.15,145
9202653,Health drinks,Brown Drinks,Brown Drinks_5,0.17,145
9203535,Health drinks,Brown Drinks,Brown Drinks_6,0.18,145
9205628,Health drinks,Brown Drinks,Brown Drinks_7,0.17,332
9214735,Health drinks,Brown Drinks,Brown Drinks_8,0.17,145
9215211,Health drinks,Brown Drinks,Brown Drinks_9,0.16,233
9215274,Health drinks,Brown Drinks,Brown Drinks_10,0.16,181
9215281,Health drinks,Brown Drinks,Brown Drinks_11,0.16,145
9215953,Health drinks,Brown Drinks,Brown Drinks_12,0.15,20
9215981,Health drinks,Brown Drinks,Brown Drinks_13,0.15,120
9217325,Health drinks,Brown Drinks,Brown Drinks_14,0.17,134
9217332,Health drinks,Brown Drinks,Brown Drinks_15,0.17,63
9217556,Health drinks,Brown Drinks,Brown Drinks_16,0.16,145
9217563,Health drinks,Brown Drinks,Brown Drinks_17,0.17,145
9217591,Health drinks,Brown Drinks,Brown Drinks_18,0.15,127
9217640,Health drinks,Brown Drinks,Brown Drinks_19,0.17,87
9217654,Health drinks,Brown Drinks,Brown Drinks_20,0.16,130
9217941,Health drinks,Brown Drinks,Brown Drinks_21,0.17,129
9217976,Health drinks,Brown Drinks,Brown Drinks_22,0.15,92
9217990,Health drinks,Brown Drinks,Brown Drinks_23,0.18,172
9202632,Health drinks,White Drinks,White Drinks_1,0.18,218
9202639,Health drinks,White Drinks,White Drinks_2,0.18,137
9203542,Health drinks,White Drinks,White Drinks_3,0.16,138
9208148,Health drinks,White Drinks,White Drinks_4,0.17,137
9215876,Health drinks,White Drinks,White Drinks_5,0.17,145
9215988,Health drinks,White Drinks,White Drinks_6,0.17,145
9217647,Health drinks,White Drinks,White Drinks_7,0.15,169
9200868,Jams Spreads,Cream Base,Cream Base_1,0.3,61
9200889,Jams Spreads,Cream Base,Cream Base_2,0.29,61
9201267,Jams Spreads,Cream Base,Cream Base_3,0.27,69
9201288,Jams Spreads,Cream Base,Cream Base_4,0.28,69
9201351,Jams Spreads,Cream Base,Cream Base_5,0.27,71
9201379,Jams Spreads,Cream Base,Cream Base_6,0.29,61
9201603,Jams Spreads,Cream Base,Cream Base_7,0.29,71
9208568,Jams Spreads,Cream Base,Cream Base_8,0.27,61
9208582,Jams Spreads,Cream Base,Cream Base_9,0.29,61
9208624,Jams Spreads,Cream Base,Cream Base_10,0.27,61
9212089,Jams Spreads,Cream Base,Cream Base_11,0.25,61
9212397,Jams Spreads,Cream Base,Cream Base_12,0.27,61
9215337,Jams Spreads,Cream Base,Cream Base_13,0.3,61
9217514,Jams Spreads,Cream Base,Cream Base_14,0.29,61
9217521,Jams Spreads,Cream Base,Cream Base_15,0.25,67
9217528,Jams Spreads,Cream Base,Cream Base_16,0.3,67
9205789,Jams Spreads,Honey,Honey_1,0.3,61
9205901,Jams Spreads,Honey,Honey_2,0.27,41
9205922,Jams Spreads,Honey,Honey_3,0.3,82
9213314,Jams Spreads,Honey,Honey_4,0.29,30
9213321,Jams Spreads,Honey,Honey_5,0.27,60
9213328,Jams Spreads,Honey,Honey_6,0.29,90
9213335,Jams Spreads,Honey,Honey_7,0.29,61
9214665,Jams Spreads,Honey,Honey_8,0.3,119
9204333,Jams Spreads,Jam,Jam_1,0.3,84
9204347,Jams Spreads,Jam,Jam_2,0.28,61
9204354,Jams Spreads,Jam,Jam_3,0.26,38
9204361,Jams Spreads,Jam,Jam_4,0.27,84
9204445,Jams Spreads,Jam,Jam_5,0.3,40
9205663,Jams Spreads,Jam,Jam_6,0.29,61
9205670,Jams Spreads,Jam,Jam_7,0.25,61
9205677,Jams Spreads,Jam,Jam_8,0.25,61
9205740,Jams Spreads,Jam,Jam_9,0.27,61
9206258,Jams Spreads,Jam,Jam_10,0.28,35
9206265,Jams Spreads,Jam,Jam_11,0.25,68
9206279,Jams Spreads,Jam,Jam_12,0.28,68
9206335,Jams Spreads,Jam,Jam_13,0.29,68
9209660,Jams Spreads,Jam,Jam_14,0.27,94
9211088,Jams Spreads,Jam,Jam_15,0.29,50
9211095,Jams Spreads,Jam,Jam_16,0.27,50
9211102,Jams Spreads,Jam,Jam_17,0.27,61
9211109,Jams Spreads,Jam,Jam_18,0.29,50
9211116,Jams Spreads,Jam,Jam_19,0.28,61
9213279,Jams Spreads,Jam,Jam_20,0.29,61
9213636,Jams Spreads,Jam,Jam_21,0.25,20
9213643,Jams Spreads,Jam,Jam_22,0.27,19
9213650,Jams Spreads,Jam,Jam_23,0.3,19
9213657,Jams Spreads,Jam,Jam_24,0.25,20
9213706,Jams Spreads,Jam,Jam_25,0.3,18
9213727,Jams Spreads,Jam,Jam_26,0.27,40
9217220,Jams Spreads,Jam,Jam_27,0.3,75
9201547,Jams Spreads,Pizza Toppings,Pizza Toppings_1,0.25,64
9217542,Jams Spreads,Pizza Toppings,Pizza Toppings_2,0.26,67
9200819,Jams Spreads,Spread,Spread_1,0.28,131
9200826,Jams Spreads,Spread,Spread_2,0.26,61
9201498,Jams Spreads,Spread,Spread_3,0.3,71
9201568,Jams Spreads,Spread,Spread_4,0.26,71
9205782,Jams Spreads,Spread,Spread_5,0.3,61
9205894,Jams Spreads,Spread,Spread_6,0.25,61
9205915,Jams Spreads,Spread,Spread_7,0.29,61
9211053,Jams Spreads,Spread,Spread_8,0.3,61
9211081,Jams Spreads,Spread,Spread_9,0.3,79
9216058,Jams Spreads,Spread,Spread_10,0.29,61
9217535,Jams Spreads,Spread,Spread_11,0.29,61
9200854,Jams Spreads,Vinegar Base,Vinegar Base_1,0.25,61
9211074,Jams Spreads,Vinegar Base,Vinegar Base_2,0.27,61
9206174,Ready to eat,North Indian Mix,North Indian Mix_1,0.22,31
9206181,Ready to eat,North Indian Mix,North Indian Mix_2,0.15,26
9207070,Ready to eat,North Indian Mix,North Indian Mix_3,0.23,26
9207077,Ready to eat,North Indian Mix,North Indian Mix_4,0.17,26
9215407,Ready to eat,North Indian Mix,North Indian Mix_5,0.25,35
9202751,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_1,0.21,35
9202758,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_2,0.18,35
9202765,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_3,0.17,35
9202779,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_4,0.2,35
9202807,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_5,0.15,40
9206041,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_6,0.22,40
9206055,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_7,0.18,35
9206062,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_8,0.28,35
9206069,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_9,0.2,35
9206090,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_10,0.23,35
9206097,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_11,0.26,35
9211130,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_12,0.25,48
9211137,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_13,0.2,35
9211144,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_14,0.23,35
9211151,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_15,0.23,40
9211158,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_16,0.27,20
9211165,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_17,0.22,35
9211172,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_18,0.28,23
9211179,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_19,0.27,45
9212922,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_20,0.27,50
9212964,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_21,0.23,35
9213363,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_22,0.13,35
9213573,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_23,0.21,35
9214679,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_24,0.12,35
9214686,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_25,0.21,35
9214693,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_26,0.26,35
9214700,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_27,0.27,35
9214707,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_28,0.25,35
9214714,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_29,0.12,35
9214721,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_30,0.2,35
9214728,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_31,0.16,35
9216527,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_32,0.28,35
9216541,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_33,0.18,35
9216555,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_34,0.25,35
9216562,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_35,0.26,35
9216569,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_36,0.22,35
9216576,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_37,0.12,35
9216583,Ready to eat,North Indian Veg Rte,North Indian Veg Rte_38,0.22,35
9202709,Ready to eat,South Indian Mix,South Indian Mix_1,0.25,35
9205943,Ready to eat,South Indian Mix,South Indian Mix_2,0.14,26
9205950,Ready to eat,South Indian Mix,South Indian Mix_3,0.27,37
9205957,Ready to eat,South Indian Mix,South Indian Mix_4,0.23,26
9205985,Ready to eat,South Indian Mix,South Indian Mix_5,0.22,35
9205992,Ready to eat,South Indian Mix,South Indian Mix_6,0.17,67
9206076,Ready to eat,South Indian Mix,South Indian Mix_7,0.16,47
9206083,Ready to eat,South Indian Mix,South Indian Mix_8,0.24,42
9206188,Ready to eat,South Indian Mix,South Indian Mix_9,0.2,35
9206286,Ready to eat,South Indian Mix,South Indian Mix_10,0.18,23
9206300,Ready to eat,South Indian Mix,South Indian Mix_11,0.25,23
9206993,Ready to eat,South Indian Mix,South Indian Mix_12,0.25,22
9207000,Ready to eat,South Indian Mix,South Indian Mix_13,0.26,22
9215414,Ready to eat,South Indian Mix,South Indian Mix_14,0.18,35
9215428,Ready to eat,South Indian Mix,South Indian Mix_15,0.26,35
9215435,Ready to eat,South Indian Mix,South Indian Mix_16,0.21,35
9217178,Ready to eat,South Indian Mix,South Indian Mix_17,0.18,18
9206482,Ready to eat,Speciality Mix,Speciality Mix_1,0.17,18
9206489,Ready to eat,Speciality Mix,Speciality Mix_2,0.24,54
9211333,Ready to eat,Speciality Mix,Speciality Mix_3,0.25,40
9211340,Ready to eat,Speciality Mix,Speciality Mix_4,0.26,40
9215813,Ready to eat,Speciality Mix,Speciality Mix_5,0.21,40
9215820,Ready to eat,Speciality Mix,Speciality Mix_6,0.13,40
9215827,Ready to eat,Speciality Mix,Speciality Mix_7,0.12,45
9216548,Ready to eat,Specialty Rte,Specialty Rte_1,0.16,49
9200763,Sauces,Chilli Sauce,Chilli Sauce_1,0.25,49
9201372,Sauces,Chilli Sauce,Chilli Sauce_2,0.28,33
9201435,Sauces,Chilli Sauce,Chilli Sauce_3,0.25,33
9206118,Sauces,Chilli Sauce,Chilli Sauce_4,0.29,29
9206195,Sauces,Chilli Sauce,Chilli Sauce_5,0.25,29
9206496,Sauces,Chilli Sauce,Chilli Sauce_6,0.27,49
9206503,Sauces,Chilli Sauce,Chilli Sauce_7,0.25,49
9201456,Sauces,Chinese Sauce,Chinese Sauce_1,0.28,40
9201484,Sauces,Chinese Sauce,Chinese Sauce_2,0.26,49
9201449,Sauces,Cooking Sauce,Cooking Sauce_1,0.29,33
9201617,Sauces,Cooking Sauce,Cooking Sauce_2,0.28,49
9201750,Sauces,Cooking Sauce,Cooking Sauce_3,0.25,49
9206132,Sauces,Cooking Sauce,Cooking Sauce_4,0.28,18
9206139,Sauces,Cooking Sauce,Cooking Sauce_5,0.28,26
9206321,Sauces,Cooking Sauce,Cooking Sauce_6,0.27,29
9206888,Sauces,Cooking Sauce,Cooking Sauce_7,0.25,12
9208288,Sauces,Cooking Sauce,Cooking Sauce_8,0.29,33
